sku,internal_code,status,brand,series,model,variant_of,gtin,hsn,title,description,category,sub_category,mrp,selling_price,gst_rate,availability,stock_count,condition,installation_included,warranty_months,compressor_warranty_months,weight_kg,length_mm,width_mm,height_mm,capacity,color,star_rating,inverter,rating_value,rating_count,highlights,faqs,image_files
GAL-AC-4504074,Voltas 1.5T SAC 183 INV Vertis Zenith Gold,active,Voltas,,4504074,,,,"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis Zenith Gold","Meet the Voltas Vertis Zenith Gold 1.5 Ton 3 Star Inverter Split Room AC engineered for smart, quiet, and even cooling. With 6 Step Adjustable Mode, it offers precise control over cooling capacity, matching real‑time room load and occupancy to cut energy waste without compromising comfort. When you need instant relief, Turbo Cooling accelerates the temperature pull‑down, while Ice Wash Technology helps keep the indoor unit coil cleaner for fresher airflow and sustained performance over time. Designed for Indian summers, its High Ambient Cooling keeps comfort steady even at 52°C. The energy‑efficient inverter compressor modulates speed for consistent temperatures and lower noise, supporting savings with its 3 Star rating. Enjoy uniform comfort with 4‑Way Swing, and unwind with Super Silent Mode for low‑noise operation. With a handy Filter Clean Indicator for easy maintenance, Vertis Zenit",Air Conditioner,Split AC,64990,36500,,unknown,,new,,,,,,,,1.5 Ton,,3,,,,,,voltas-4504074|voltas-4504074-2|voltas-4504074-3|voltas-4504074-4|voltas-4504074-5|voltas-4504074-6|voltas-4504074-7|voltas-4504074-8|voltas-4504074-9|voltas-4504074-10|voltas-4504074-11|voltas-4504074-12|voltas-4504074-13|voltas-4504074-14|voltas-4504074-15|voltas-4504074-16|voltas-4504074-17|voltas-4504074-18
GAL-AC-4504085,Voltas 1.5T SAC 183 INV Vertis Zephyr Gold,active,Voltas,,4504085,,,,"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis Zephyr Gold","Meet the Voltas Vertis Zephyr Gold 1.5 Ton 3 Star Inverter Split Room AC engineered for smart, quiet, and even cooling. With 6 Step Adjustable Mode, it gives you precise control over cooling capacity, matching real‑time room load and occupancy to save energy without compromising comfort. When you need quick relief, Turbo Cooling delivers a fast temperature pull‑down, while Ice Wash Technology helps keep the indoor unit coil cleaner for fresher airflow and sustained performance over time. Built for Indian summers, High Ambient Cooling keeps performance steady even at 52°C. The energy‑efficient inverter compressor modulates speed for consistent temperatures and lower noise, supporting savings with its 3 Star rating. Enjoy uniform comfort with 4‑Way Swing, and unwind with Super Silent Mode for low‑noise operation. With a handy Filter Clean Indicator for easy maintenance, Vertis Zephyr Gold ",Air Conditioner,Split AC,64990,36500,,unknown,,new,,,,,,,,1.5 Ton,,3,,,,,,voltas-4504085|voltas-4504085-2|voltas-4504085-3|voltas-4504085-4|voltas-4504085-5|voltas-4504085-6|voltas-4504085-7|voltas-4504085-8|voltas-4504085-9|voltas-4504085-10|voltas-4504085-11|voltas-4504085-12|voltas-4504085-13|voltas-4504085-14|voltas-4504085-15|voltas-4504085-16|voltas-4504085-17|voltas-4504085-18
GAL-AC-4504073,Voltas 1.5T SAC 183 INV HC Vectra Zenith,active,Voltas,,4504073,,,,"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INVHC Vectra Zenith","Meet the Voltas Vectra Zenith Hot & Cold 1.5 Ton 3 Star Inverter Split Room AC designed for smarter, leaner cooling. With 5 Step Adjustable Mode, it fine‑tunes cooling capacity to match real‑time room load and occupancy, cutting energy waste without compromising comfort. Need instant relief? Turbo Cooling drives a quick temperature pull‑down for fast comfort. Built to beat Indian summers, its High Ambient Cooling keeps performance reliable even at 52°C. The energy‑efficient inverter compressor modulates speed for consistent temperatures and lower noise, helping optimize electricity bills with its 3 Star rating. Maintenance is effortless thanks to the Filter Clean Indicator, reminding you to clean filters for fresher air and steady airflow. Ideal for bedrooms, study rooms, and compact living areas, the Vectra Emerald delivers smart comfort, efficiency, and durability every day, all season",Air Conditioner,Split AC,71990,41000,,unknown,,new,,,,,,,,1.5 Ton,,3,,,,,,voltas-4504073|voltas-4504073-2|voltas-4504073-3|voltas-4504073-4|voltas-4504073-5|voltas-4504073-6|voltas-4504073-7|voltas-4504073-8|voltas-4504073-9|voltas-4504073-10|voltas-4504073-11|voltas-4504073-12|voltas-4504073-13|voltas-4504073-14|voltas-4504073-15|voltas-4504073-16|voltas-4504073-17
GAL-AC-4504083,Voltas 1.5T SAC 185 INV Vectra Elegant,active,Voltas,,4504083,,,,"Voltas Split Air Conditioner, 1.5 Ton, 5 Star - 185INV Vectra Elegant","Meet the Voltas Vectra Elegant 1.5 Ton 5 Star Inverter Split Room AC crafted for smarter comfort with premium energy savings. The inverter compressor modulates speed to maintain stable temperatures with lower power consumption, supported by a 5 Star rating. With 5 Step Adjustable Mode, you can fine-tune cooling capacity based on real-time room load to reduce energy waste without compromising comfort. Turbo Cooling provides rapid pull-down when you need quick relief, while High Ambient Cooling ensures reliable performance even at 52°C during harsh summers. With the Filter Clean Indicator for easy upkeep, Vectra Elegant delivers efficient, consistent comfort every day, all season.",Air Conditioner,Split AC,73990,46000,,unknown,,new,,,,,,,,1.5 Ton,,5,,,,,,voltas-4504083|voltas-4504083-2|voltas-4504083-3|voltas-4504083-4|voltas-4504083-5|voltas-4504083-6|voltas-4504083-7|voltas-4504083-8|voltas-4504083-9|voltas-4504083-10|voltas-4504083-11|voltas-4504083-12|voltas-4504083-13|voltas-4504083-14|voltas-4504083-15|voltas-4504083-16|voltas-4504083-17
GAL-AC-4504068,Voltas 1.5T SAC 185 INV Venus Luxe,active,Voltas,,4504068,,,,"Voltas Split Air Conditioner, 1.5 Ton, 5 Star - 185INV Venus Luxe","Meet the Voltas Venus Luxe 1.5 Ton 5 Star Inverter Split Room AC engineered for smarter, wider, and quieter cooling. With 6 Step Adjustable Mode, it lets you fine‑tune cooling capacity to match real‑time room load and occupancy, helping save energy without compromising comfort. The Large Indoor Unit and Long Air Throw deliver powerful, far‑reaching airflow so every corner of the room feels evenly cool. Need instant relief? Turbo Cooling accelerates pull‑down for quick comfort, while Ice Wash Technology helps keep the indoor coil cleaner for fresher air and sustained performance. Built for Indian summers, High Ambient Cooling keeps performance steady even at 55°C. The energy‑efficient inverter compressor modulates speed for stable temperatures and lower noise, supported by a 5 Star rating. Enjoy uniform comfort with 4‑Way Swing and unwind with Super Silent Mode. With a handy Filter Clean ",Air Conditioner,Split AC,80990,53000,,unknown,,new,,,,,,,,1.5 Ton,,5,,,,,,voltas-4504068|voltas-4504068-2|voltas-4504068-3|voltas-4504068-4|voltas-4504068-5|voltas-4504068-6|voltas-4504068-7|voltas-4504068-8|voltas-4504068-9|voltas-4504068-10|voltas-4504068-11|voltas-4504068-12|voltas-4504068-13|voltas-4504068-14|voltas-4504068-15|voltas-4504068-16|voltas-4504068-17
GAL-AC-4504052,Voltas 1.0T SAC 123INV Vectra Elegant,active,Voltas,,4504052,,,,"Voltas Split Air Conditioner, 1 Ton, 3 Star - 123INV Vectra Elegant","Meet the Voltas Vectra Elegant 1 Ton 3 Star Inverter Split Room AC—designed for smarter, leaner cooling. With 5 Step Adjustable Mode, it fine‑tunes capacity to match your real‑time needs, cutting down on energy waste without compromising comfort. When you need quick relief, Turbo Cooling delivers a rapid temperature drop for instant chill. Built to beat Indian summers, its High Ambient Cooling ensures reliable performance even at 52°C. The energy‑efficient inverter compressor dynamically adjusts speed for consistent temperatures and lower noise, helping optimize electricity bills with its 3 Star rating. Maintenance is effortless with the Filter Clean Indicator, reminding you to clean filters for fresher air and steady airflow. Perfect for bedrooms, study rooms, or compact living areas, the Vectra Elegant brings smart comfort, efficiency, and durability every day, all season.",Air Conditioner,Split AC,53990,33000,,unknown,,new,,,,,,,,1 Ton,,3,,,,,,voltas-4504052|voltas-4504052-2|voltas-4504052-3|voltas-4504052-4|voltas-4504052-5|voltas-4504052-6|voltas-4504052-7|voltas-4504052-8|voltas-4504052-9|voltas-4504052-10|voltas-4504052-11|voltas-4504052-12|voltas-4504052-13|voltas-4504052-14|voltas-4504052-15|voltas-4504052-16|voltas-4504052-17
GAL-AC-4504051,Voltas 1.0T SAC 123 INV Vectra Emerald,active,Voltas,,4504051,,,,"Voltas Split Air Conditioner, 1 Ton, 3 Star - 123INV Vectra Emerald","Meet the Voltas Vectra Emerald 1 Ton 3 Star Inverter Split Room AC designed for smarter, leaner cooling. With 5 Step Adjustable Mode, it fine‑tunes cooling capacity to match real‑time room load and occupancy, cutting energy waste without compromising comfort. Need instant relief? Turbo Cooling drives a quick temperature pull‑down for fast comfort. Built to beat Indian summers, its High Ambient Cooling keeps performance reliable even at 52°C. The energy‑efficient inverter compressor modulates speed for consistent temperatures and lower noise, helping optimize electricity bills with its 3 Star rating. Maintenance is effortless thanks to the Filter Clean Indicator, reminding you to clean filters for fresher air and steady airflow. Ideal for bedrooms, study rooms, and compact living areas, the Vectra Emerald delivers smart comfort, efficiency, and durability every day, all season.",Air Conditioner,Split AC,53990,33000,,unknown,,new,,,,,,,,1 Ton,,3,,,,,,voltas-4504051|voltas-4504051-2|voltas-4504051-3|voltas-4504051-4|voltas-4504051-5|voltas-4504051-6|voltas-4504051-7|voltas-4504051-8|voltas-4504051-9|voltas-4504051-10|voltas-4504051-11|voltas-4504051-12|voltas-4504051-13|voltas-4504051-14|voltas-4504051-15|voltas-4504051-16|voltas-4504051-17
GAL-AC-4504077,Voltas SAC 243INV Vectra Elegant,active,Voltas,,4504077,,,,"Voltas Split Air Conditioner, 2 Ton, 3 Star - 243INV Vectra Elegant","Meet the Voltas Vectra Elegant 2 Ton 3 Star Inverter Split Room AC engineered for smarter, larger‑room cooling. With 5 Step Adjustable Mode, it scales cooling capacity to match real‑time heat load and occupancy, delivering the comfort you need while optimizing energy use. Need rapid relief after stepping indoors? Turbo Cooling drives a quick temperature pull‑down for instant comfort. Built to beat Indian summers, its High Ambient Cooling ensures reliable performance even at 52°C. The energy‑efficient inverter compressor modulates speed for consistent temperatures and reduced noise, helping manage electricity bills with its 3 Star rating. Maintenance stays effortless with the Filter Clean Indicator, prompting timely filter care for fresher air and steady airflow. Ideal for spacious living rooms, master bedrooms, and open‑plan areas, the Vectra Elegant delivers smart comfort, efficiency, a",Air Conditioner,Split AC,74990,47500,,unknown,,new,,,,,,,,2 Ton,,3,,,,,,voltas-4504077|voltas-4504077-2|voltas-4504077-3|voltas-4504077-4|voltas-4504077-5|voltas-4504077-6|voltas-4504077-7|voltas-4504077-8|voltas-4504077-9|voltas-4504077-10|voltas-4504077-11|voltas-4504077-12|voltas-4504077-13|voltas-4504077-14|voltas-4504077-15|voltas-4504077-16|voltas-4504077-17
GAL-AC-4504069,Voltas SAC 245 INV Vectra Plush,active,Voltas,,4504069,,,,"Voltas Split Air Conditioner, 2 Ton, 5 Star - 245INV Vectra Plush","Meet the Voltas Vectra Plush 2 Ton 5 Star Inverter Split Room AC designed for smarter, leaner cooling. With 5 Step Adjustable Mode, it fine-tunes cooling capacity to match real-time room load and occupancy, cutting energy waste without compromising comfort. Need instant relief? Turbo Cooling drives a quick temperature pull-down for fast comfort. Built to beat Indian summers, its High Ambient Cooling keeps performance reliable even at 52°C. The energy-efficient inverter compressor modulates speed for consistent temperatures and lower noise, helping optimize electricity bills with its 5 Star rating. Maintenance is effortless thanks to the Filter Clean Indicator, reminding you to clean filters for fresher air and steady airflow. Ideal for larger living rooms and spacious bedrooms, Vectra Plush delivers high-capacity comfort with efficient performance—every day, all season. Model No.: 450406",Air Conditioner,Split AC,90990,60000,,unknown,,new,,,,,,,,2 Ton,,5,,,,,,voltas-4504069|voltas-4504069-2|voltas-4504069-3|voltas-4504069-4|voltas-4504069-5|voltas-4504069-6|voltas-4504069-7|voltas-4504069-8|voltas-4504069-9|voltas-4504069-10|voltas-4504069-11|voltas-4504069-12|voltas-4504069-13|voltas-4504069-14|voltas-4504069-15|voltas-4504069-16|voltas-4504069-17|voltas-4504069-18
GAL-VC-5410921,VOLTAS VC GT 320 SD P METALLIC FGLS,active,Voltas,,5410921,,,,Voltas Visi Cooler (VC320),"These Energy efficient single door Visi cooler is designed to showcase stores items attractively and encourage impulse buying leading to increased sales. It uses Eco Friendly Refrigerant for optimal cooling and are ideal for storing Juices, Food, Beverages & Dairy Products.",Visi Cooler,,57500,38550,,unknown,,new,,,,,,,,,,,,,,,,voltas-5410921|voltas-5410921-2|voltas-5410921-3|voltas-5410921-4|voltas-5410921-5|voltas-5410921-6
GAL-AC-4011572,Voltas 1.5T WAC 182 FS Pearl,active,Voltas,,4011572,,,,"Voltas Window Air Conditioner, 1.5 Ton, 2 Star - 182FS Pearl","Meet the Voltas Pearl 1.5 Ton 2 Star Fixed Speed Window Room AC reliable, value‑driven cooling for everyday comfort. Built to handle Indian summers, its High Ambient Cooling maintains steady performance even at 48°C, keeping your room comfortable when heat peaks. The fixed‑speed compressor delivers consistent, dependable cooling, while the 2 Star rating helps balance performance with optimized power use. Upkeep stays simple with the Filter Clean Indicator, prompting timely maintenance so airflow remains strong and fresh. The Anti Dust Filter helps trap dust and fine particles to improve air quality and protect the coil for sustained performance. With a compact window‑fit design for easy installation and straightforward service, Prism is a practical choice for bedrooms, study rooms, rental apartments, and small offices—delivering steady cooling, easy maintenance, and solid value every day",Air Conditioner,Window AC,42990,31000,,unknown,,new,,,,,,,,1.5 Ton,,2,,,,,,voltas-4011572|voltas-4011572-2|voltas-4011572-3|voltas-4011572-4|voltas-4011572-5|voltas-4011572-6|voltas-4011572-7|voltas-4011572-8|voltas-4011572-9|voltas-4011572-10|voltas-4011572-11|voltas-4011572-12|voltas-4011572-13|voltas-4011572-14|voltas-4011572-15|voltas-4011572-16|voltas-4011572-17|voltas-4011572-18|voltas-4011572-19|voltas-4011572-20
GAL-AC-4011566,Voltas 1.5T WAC 185 INV Elite,active,Voltas,,4011566,,,,"Voltas Window Air Conditioner, 1.5 Ton, 5 Star - 185INV Elite","Meet the Voltas Elite 1.5 Ton 5 Star Inverter Window Room AC smart, space‑saving cooling with premium efficiency. Its inverter technology modulates compressor speed for consistent temperatures and quieter operation, helping reduce power consumption along with its 5 Star rating. Built for Indian summers, High Ambient Cooling maintains reliable performance even at 50°C, so you stay comfortable when heat peaks. The window‑fit design makes installation straightforward in apartments and compact rooms without sacrificing performance. Maintenance is effortless with the Filter Clean Indicator, prompting timely care for steady airflow and cooling efficiency. The Anti Dust Filter helps capture dust and fine particles to keep air fresher and protect the coil for sustained performance. Ideal for small to medium rooms, the Voltas Elite combines energy efficiency, dependable cooling, and easy upkeep e",Air Conditioner,Window AC,47990,39000,,unknown,,new,,,,,,,,1.5 Ton,,5,,,,,,voltas-4011566|voltas-4011566-2|voltas-4011566-3|voltas-4011566-4|voltas-4011566-5|voltas-4011566-6|voltas-4011566-7|voltas-4011566-8|voltas-4011566-9|voltas-4011566-10|voltas-4011566-11|voltas-4011566-12|voltas-4011566-13|voltas-4011566-14|voltas-4011566-15|voltas-4011566-16|voltas-4011566-17|voltas-4011566-18|voltas-4011566-19|voltas-4011566-20
GAL-AC-4011571,Voltas WAC 122 FS Platina -  1,active,Voltas,,4011571,,,,"Voltas Window Air Conditioner, 1 Ton, 2 Star - 122FS Platina","Meet the Voltas Platina 1 Ton 2 Star Fixed Speed Window Room AC reliable, value‑driven cooling for compact spaces. Built to handle Indian summers, its High Ambient Cooling maintains steady performance even at 48°C, delivering dependable comfort when heat peaks. The fixed‑speed compressor offers consistent cooling, while the 2 Star rating helps optimize power consumption for everyday use. Upkeep stays simple with the Filter Clean Indicator, prompting timely maintenance so airflow remains strong and fresh. The Anti Dust Filter helps trap dust and fine particles to improve air quality and protect the coil, supporting long‑term performance. Designed for easy window installation and straightforward service, Platina is a practical choice for bedrooms, study rooms, rental apartments, and compact offices delivering steady cooling, easy maintenance, and solid value every day, all season.",Air Conditioner,Window AC,32990,29500,,unknown,,new,,,,,,,,1 Ton,,2,,,,,,voltas-4011571|voltas-4011571-2|voltas-4011571-3|voltas-4011571-4|voltas-4011571-5|voltas-4011571-6|voltas-4011571-7|voltas-4011571-8|voltas-4011571-9|voltas-4011571-10|voltas-4011571-11|voltas-4011571-12|voltas-4011571-13|voltas-4011571-14|voltas-4011571-15|voltas-4011571-16|voltas-4011571-17|voltas-4011571-18|voltas-4011571-19|voltas-4011571-20
GAL-CO-4810390,Voltas Air Cooler Wind 54 WW,active,Voltas,,4810390,,,,Voltas Window Air Cooler Wind 54 WW,45 Litre Voltas Window Air Cooler with Wood Wool cooling pads for long-lasting cooling,Air Cooler,Personal,10890,7590,,unknown,,new,,,,,,,,45L,,,,,,,,voltas-4810390|voltas-4810390-2|voltas-4810390-3
